NewDate,Date,level,Pression,PressioncorrigeePam,hauteurcorrigeePam
2021-03-16 11:39:34.000,2021-03-16 11:39:34,0.45,0.045450101250000007,0.045439905450000005,0.44970859386597783
2021-03-16 11:39:34.500,2021-03-16 11:39:34,0.45,0.045450101250000007,0.045439905430000004,0.44970859366804233
2021-03-16 11:39:35.000,2021-03-16 11:39:35,0.45,0.045450101250000007,0.04543990541000001,0.44970859347010683
2021-03-16 11:39:35.500,2021-03-16 11:39:35,0.45,0.045450101250000007,0.04543990539000001,0.4497085932721712
2021-03-16 11:39:36.000,2021-03-16 11:39:36,0.45,0.045450101250000007,0.045439905370000006,0.4497085930742357
2021-03-16 11:39:36.500,2021-03-16 11:39:36,0.45,0.045450101250000007,0.045439905350000004,0.4497085928763002
2021-03-16 11:39:37.000,2021-03-16 11:39:37,0.45,0.045450101250000007,0.04543990533000001,0.4497085926783647
2021-03-16 11:39:37.500,2021-03-16 11:39:37,0.45,0.045450101250000007,0.04543990531000001,0.4497085924804291
2021-03-16 11:39:38.000,2021-03-16 11:39:38,0.45,0.045450101250000007,0.045439905290000006,0.4497085922824936
2021-03-16 11:39:38.500,2021-03-16 11:39:38,0.45,0.045450101250000007,0.045439905270000004,0.4497085920845581
2021-03-16 11:39:39.000,2021-03-16 11:39:39,0.45,0.045450101250000007,0.04543990525000001,0.4497085918866226
2021-03-16 11:39:39.500,2021-03-16 11:39:39,0.45,0.045450101250000007,0.04543990523000001,0.449708591688687
2021-03-16 11:39:40.000,2021-03-16 11:39:40,0.45,0.045450101250000007,0.045439905210000006,0.4497085914907515
2021-03-16 11:39:40.500,2021-03-16 11:39:40,0.45,0.045450101250000007,0.045439905190000004,0.449708591292816
2021-03-16 11:39:41.000,2021-03-16 11:39:41,0.45,0.045450101250000007,0.04543990517000001,0.4497085910948805
2021-03-16 11:39:41.500,2021-03-16 11:39:41,0.45,0.045450101250000007,0.04543990515000001,0.44970859089694487
2021-03-16 11:39:42.000,2021-03-16 11:39:42,0.45,0.045450101250000007,0.045439905130000006,0.44970859069900937
2021-03-16 11:39:42.500,2021-03-16 11:39:42,0.45,0.045450101250000007,0.045439905110000005,0.4497085905010738
2021-03-16 11:39:43.000,2021-03-16 11:39:43,0.45,0.045450101250000007,0.04543990509,0.44970859030313826
2021-03-16 11:39:43.500,2021-03-16 11:39:43,0.45,0.045450101250000007,0.04543990507000001,0.44970859010520275
2021-03-16 11:39:44.000,2021-03-16 11:39:44,0.45,0.045450101250000007,0.04543990505000001,0.4497085899072672
2021-03-16 11:39:44.500,2021-03-16 11:39:44,0.45,0.045450101250000007,0.045439905030000005,0.4497085897093317
2021-03-16 11:39:45.000,2021-03-16 11:39:45,0.45,0.045450101250000007,0.045439905010000003,0.4497085895113961
2021-03-16 11:39:45.500,2021-03-16 11:39:45,0.45,0.045450101250000007,0.04543990499000001,0.4497085893134606
2021-03-16 11:39:46.000,2021-03-16 11:39:46,0.45,0.045450101250000007,0.04543990497000001,0.4497085891155251
2021-03-16 11:39:46.500,2021-03-16 11:39:46,0.45,0.045450101250000007,0.045439904950000005,0.4497085889175896
2021-03-16 11:39:47.000,2021-03-16 11:39:47,0.45,0.045450101250000007,0.045439904930000004,0.44970858871965397
2021-03-16 11:39:47.500,2021-03-16 11:39:47,0.45,0.045450101250000007,0.04543990491000001,0.44970858852171847
2021-03-16 11:39:48.000,2021-03-16 11:39:48,0.45,0.045450101250000007,0.04543990489000001,0.44970858832378297
2021-03-16 11:39:48.500,2021-03-16 11:39:48,0.45,0.045450101250000007,0.045439904870000006,0.44970858812584746
2021-03-16 11:39:49.000,2021-03-16 11:39:49,0.45,0.045450101250000007,0.045439904850000004,0.44970858792791185
2021-03-16 11:39:49.500,2021-03-16 11:39:49,0.45,0.045450101250000007,0.04543990483000001,0.44970858772997635
2021-03-16 11:39:50.000,2021-03-16 11:39:50,0.45,0.045450101250000007,0.04543990481000001,0.44970858753204085
2021-03-16 11:39:50.500,2021-03-16 11:39:50,0.45,0.045450101250000007,0.045439904790000006,0.44970858733410535
2021-03-16 11:39:51.000,2021-03-16 11:39:51,0.45,0.045450101250000007,0.045439904770000004,0.44970858713616974
2021-03-16 11:39:51.500,2021-03-16 11:39:51,0.45,0.045450101250000007,0.04543990475000001,0.4497085869382343
2021-03-16 11:39:52.000,2021-03-16 11:39:52,0.45,0.045450101250000007,0.04543990473000001,0.44970858674029873
2021-03-16 11:39:52.500,2021-03-16 11:39:52,0.45,0.045450101250000007,0.045439904710000006,0.4497085865423632
2021-03-16 11:39:53.000,2021-03-16 11:39:53,0.45,0.045450101250000007,0.045439904690000005,0.4497085863444276
2021-03-16 11:39:53.500,2021-03-16 11:39:53,0.45,0.045450101250000007,0.04543990467,0.4497085861464921
2021-03-16 11:39:54.000,2021-03-16 11:39:54,0.45,0.045450101250000007,0.04543990465000001,0.44970858594855656
2021-03-16 11:39:54.500,2021-03-16 11:39:54,0.45,0.045450101250000007,0.04543990463000001,0.44970858575062106
2021-03-16 11:39:55.000,2021-03-16 11:39:55,0.45,0.045450101250000007,0.045439904610000005,0.44970858555268545
2021-03-16 11:39:55.500,2021-03-16 11:39:55,0.45,0.045450101250000007,0.04543990459,0.44970858535474995
2021-03-16 11:39:56.000,2021-03-16 11:39:56,0.45,0.045450101250000007,0.04543990457000001,0.44970858515681444
2021-03-16 11:39:56.500,2021-03-16 11:39:56,0.45,0.045450101250000007,0.04543990455000001,0.44970858495887894
2021-03-16 11:39:57.000,2021-03-16 11:39:57,0.45,0.045450101250000007,0.045439904530000005,0.44970858476094333
2021-03-16 11:39:57.500,2021-03-16 11:39:57,0.45,0.045450101250000007,0.045439904510000004,0.44970858456300783
2021-03-16 11:39:58.000,2021-03-16 11:39:58,0.45,0.045450101250000007,0.04543990449000001,0.44970858436507233
