NewDate,Date,level,Pression,PressioncorrigeePam,hauteurcorrigeePam
2021-03-16 11:39:34.000,2021-03-16 11:39:34,0.17,0.01717001445,0.01715981865,0.16982689201627027
2021-03-16 11:39:34.500,2021-03-16 11:39:34,0.17,0.01717001445,0.01715981863,0.16982689181833474
2021-03-16 11:39:35.000,2021-03-16 11:39:35,0.17,0.01717001445,0.01715981861,0.1698268916203992
2021-03-16 11:39:35.500,2021-03-16 11:39:35,0.17,0.01717001445,0.01715981859,0.16982689142246368
2021-03-16 11:39:36.000,2021-03-16 11:39:36,0.17,0.01717001445,0.01715981857,0.16982689122452815
2021-03-16 11:39:36.500,2021-03-16 11:39:36,0.17,0.01717001445,0.01715981855,0.16982689102659262
2021-03-16 11:39:37.000,2021-03-16 11:39:37,0.17,0.01717001445,0.01715981853,0.1698268908286571
2021-03-16 11:39:37.500,2021-03-16 11:39:37,0.17,0.01717001445,0.01715981851,0.16982689063072157
2021-03-16 11:39:38.000,2021-03-16 11:39:38,0.17,0.01717001445,0.01715981849,0.16982689043278604
2021-03-16 11:39:38.500,2021-03-16 11:39:38,0.17,0.01717001445,0.01715981847,0.16982689023485048
2021-03-16 11:39:39.000,2021-03-16 11:39:39,0.17,0.01717001445,0.01715981845,0.16982689003691495
2021-03-16 11:39:39.500,2021-03-16 11:39:39,0.17,0.01717001445,0.01715981843,0.16982688983897942
2021-03-16 11:39:40.000,2021-03-16 11:39:40,0.17,0.01717001445,0.01715981841,0.1698268896410439
2021-03-16 11:39:40.500,2021-03-16 11:39:40,0.17,0.01717001445,0.01715981839,0.16982688944310836
2021-03-16 11:39:41.000,2021-03-16 11:39:41,0.17,0.01717001445,0.01715981837,0.16982688924517284
2021-03-16 11:39:41.500,2021-03-16 11:39:41,0.17,0.01717001445,0.01715981835,0.1698268890472373
2021-03-16 11:39:42.000,2021-03-16 11:39:42,0.17,0.01717001445,0.01715981833,0.16982688884930178
2021-03-16 11:39:42.500,2021-03-16 11:39:42,0.17,0.01717001445,0.017159818309999998,0.16982688865136622
2021-03-16 11:39:43.000,2021-03-16 11:39:43,0.17,0.01717001445,0.01715981829,0.16982688845343072
2021-03-16 11:39:43.500,2021-03-16 11:39:43,0.17,0.01717001445,0.01715981827,0.16982688825549516
2021-03-16 11:39:44.000,2021-03-16 11:39:44,0.17,0.01717001445,0.01715981825,0.16982688805755963
2021-03-16 11:39:44.500,2021-03-16 11:39:44,0.17,0.01717001445,0.01715981823,0.16982688785962408
2021-03-16 11:39:45.000,2021-03-16 11:39:45,0.17,0.01717001445,0.01715981821,0.16982688766168857
2021-03-16 11:39:45.500,2021-03-16 11:39:45,0.17,0.01717001445,0.01715981819,0.16982688746375302
2021-03-16 11:39:46.000,2021-03-16 11:39:46,0.17,0.01717001445,0.01715981817,0.16982688726581752
2021-03-16 11:39:46.500,2021-03-16 11:39:46,0.17,0.01717001445,0.01715981815,0.16982688706788196
2021-03-16 11:39:47.000,2021-03-16 11:39:47,0.17,0.01717001445,0.01715981813,0.16982688686994646
2021-03-16 11:39:47.500,2021-03-16 11:39:47,0.17,0.01717001445,0.01715981811,0.1698268866720109
2021-03-16 11:39:48.000,2021-03-16 11:39:48,0.17,0.01717001445,0.01715981809,0.16982688647407537
2021-03-16 11:39:48.500,2021-03-16 11:39:48,0.17,0.01717001445,0.01715981807,0.16982688627613984
2021-03-16 11:39:49.000,2021-03-16 11:39:49,0.17,0.01717001445,0.01715981805,0.16982688607820431
2021-03-16 11:39:49.500,2021-03-16 11:39:49,0.17,0.01717001445,0.01715981803,0.16982688588026876
2021-03-16 11:39:50.000,2021-03-16 11:39:50,0.17,0.01717001445,0.01715981801,0.16982688568233326
2021-03-16 11:39:50.500,2021-03-16 11:39:50,0.17,0.01717001445,0.01715981799,0.1698268854843977
2021-03-16 11:39:51.000,2021-03-16 11:39:51,0.17,0.01717001445,0.01715981797,0.1698268852864622
