NewDate,Date,level,Pression,PressioncorrigeePam,hauteurcorrigeePam
2021-03-17 12:37:22.000,2021-03-17 12:37:22,0.49,0.04949012005,0.049479939050000005,0.4896919039418861
2021-03-17 12:37:22.250,2021-03-17 12:37:22,0.49,0.04949012005,0.04947993909166667,0.48969190435425175
2021-03-17 12:37:22.500,2021-03-17 12:37:22,0.49,0.04949012005,0.04947993913333334,0.4896919047666175
2021-03-17 12:37:22.750,2021-03-17 12:37:23,0.49,0.04949012005,0.049479939175,0.48969190517898314
2021-03-17 12:37:23.000,2021-03-17 12:37:23,0.49,0.04949012005,0.04947993921666667,0.4896919055913489
2021-03-17 12:37:23.250,2021-03-17 12:37:23,0.49,0.04949012005,0.049479939258333334,0.48969190600371454
2021-03-17 12:37:23.500,2021-03-17 12:37:23,0.49,0.04949012005,0.049479939300000005,0.4896919064160803
2021-03-17 12:37:23.750,2021-03-17 12:37:24,0.49,0.04949012005,0.04947993934166667,0.48969190682844593
2021-03-17 12:37:24.000,2021-03-17 12:37:24,0.49,0.04949012005,0.04947993938333334,0.4896919072408117
2021-03-17 12:37:24.250,2021-03-17 12:37:24,0.49,0.04949012005,0.049479939425,0.4896919076531773
2021-03-17 12:37:24.500,2021-03-17 12:37:24,0.49,0.04949012005,0.04947993946666667,0.4896919080655431
2021-03-17 12:37:24.750,2021-03-17 12:37:25,0.49,0.04949012005,0.049479939508333334,0.4896919084779087
2021-03-17 12:37:25.000,2021-03-17 12:37:25,0.49,0.04949012005,0.049479939550000004,0.4896919088902745
2021-03-17 12:37:25.250,2021-03-17 12:37:25,0.49,0.04949012005,0.04947993959166667,0.4896919093026401
2021-03-17 12:37:25.500,2021-03-17 12:37:25,0.49,0.04949012005,0.04947993963333334,0.48969190971500576
2021-03-17 12:37:25.750,2021-03-17 12:37:26,0.49,0.04949012005,0.049479939675,0.4896919101273715
2021-03-17 12:37:26.000,2021-03-17 12:37:26,0.49,0.04949012005,0.04947993971666667,0.48969191053973715
2021-03-17 12:37:26.250,2021-03-17 12:37:26,0.49,0.04949012005,0.049479939758333334,0.4896919109521028
2021-03-17 12:37:26.500,2021-03-17 12:37:26,0.49,0.04949012005,0.049479939800000004,0.48969191136446855
2021-03-17 12:37:26.750,2021-03-17 12:37:27,0.49,0.04949012005,0.04947993984166667,0.4896919117768342
2021-03-17 12:37:27.000,2021-03-17 12:37:27,0.49,0.04949012005,0.04947993988333334,0.48969191218919994
2021-03-17 12:37:27.250,2021-03-17 12:37:27,0.49,0.04949012005,0.049479939925,0.4896919126015656
2021-03-17 12:37:27.500,2021-03-17 12:37:27,0.49,0.04949012005,0.04947993996666667,0.48969191301393133
2021-03-17 12:37:27.750,2021-03-17 12:37:28,0.49,0.04949012005,0.049479940008333334,0.489691913426297
2021-03-17 12:37:28.000,2021-03-17 12:37:28,0.49,0.04949012005,0.049479940050000004,0.48969191383866273
2021-03-17 12:37:28.250,2021-03-17 12:37:28,0.49,0.04949012005,0.04947994009166667,0.48969191425102837
2021-03-17 12:37:28.500,2021-03-17 12:37:28,0.49,0.04949012005,0.04947994013333334,0.4896919146633941
2021-03-17 12:37:28.750,2021-03-17 12:37:29,0.49,0.04949012005,0.049479940175,0.48969191507575976
2021-03-17 12:37:29.000,2021-03-17 12:37:29,0.49,0.04949012005,0.04947994021666667,0.4896919154881255
